Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Plaza Vasco De Quiroga,61600,Patzcuaro Centro,Patzcuaro,Patzcuaro,Michoacán de Ocampo,19.51287354,-101.6093808,3658
Colomos,45588,El Tapatio,Tlaquepaque,Tlaquepaque,Jalisco,20.60915754,-103.3149016,1913
Av. Tonala,45400,Tonala Centro,Tonala,Tonala,Jalisco,20.61905163,-103.2477564,1882
Av. Solidaridad Iberoamericana,45590,Brisas De Chapala,Tlaquepaque,Tlaquepaque,Jalisco,20.61166737,-103.3248227,1932
Fray Angelico,45590,Miravalle,Tlaquepaque,Tlaquepaque,Jalisco,20.60687846,-103.3437844,1979
Av.Solidaridad,56606,Union De Guadalupe,Chalco,Chalco De Diaz Covarrubias,México,19.28089269,-98.91093817,3584
Autopista Mexico-Puebla Km. 22.5,56617,San Isidro,Valle De Chalco Solidaridad,Valle De Chalco Solidaridad,México,19.32565,-98.95992,3535
Revolucion,45402,Francisco Villa,Tonala,Tonala,Jalisco,20.61893657,-103.252598,1978
Autopista Toluca-Atlacomulco,50740,San Pedro Los Baños,Ixtlahuaca,Ixtlahuaca,México,19.56610282,-99.7613507,3539
Carretera Valle De Bravo-Toluca,51200,Valle De Bravo,Valle De Bravo,Valle De Bravo,México,19.14701508,-100.0703397,3463
Benito Juarez,51200,Valle De Bravo,Valle De Bravo,Valle De Bravo,México,19.19943,-100.13197,3548
Carretera Toluca-Temoaya,50850,Las Trojes,Temoaya,Temoaya,México,19.42056,-99.61452,3454
Carretera Ixtlahuacatolua,50920,Santa Catarina Tabernillas,Almoloya De Juarez,Almoloya De Juarez,México,19.44169881,-99.72827074,3534
Aquiles Serdan,45600,Santa Anita,Tlaquepaque,Tlaquepaque,Jalisco,20.55142711,-103.4369888,1853
Av. Camino Al Iteso,45601,Santa Maria Tequepexpan,Tlaquepaque,Tlaquepaque,Jalisco,20.61190494,-103.4158996,1894
Ignacio Comonfort,45601,Santa Maria Tequepexpan,Tlaquepaque,Tlaquepaque,Jalisco,20.6032751,-103.3986432,1942
Emiliano Zapata,45601,Santa Maria Tequepexpan,Tlaquepaque,Tlaquepaque,Jalisco,20.59089717,-103.3898932,1802
Av. Floresta,56529,Tlazala,La Paz,Los Reyes Acaquilpan (La Paz),México,19.37742055,-98.94309944,3507
Hda. La Escondida,56530,Ixtapaluca Centro,Ixtapaluca,Ixtapaluca,México,19.300581,-98.89864298,3488
Av. Aztlan,45402,Ciudad Aztlan,Tonala,Tonala,Jalisco,20.61686641,-103.2717381,1814
Carret. A Zapotlanejo,45625,Lomas De San Pedrito,Tlaquepaque,Tlaquepaque,Jalisco,20.62738738,-103.2909201,1846
Carretera Guadalajara- Morelia,45640,Buenavista,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.43948803,-103.5252003,1970
Carretera Gdl-Morelia,45640,Santa Cruz De Las Flores,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.4870738,-103.4934118,1854
Carret. San Miguel,45640,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.46205086,-103.4455381,1975
Av. Hidalgo Poniente,46470,Magdalena,Magdalena,Magdalena,Jalisco,20.91244611,-103.9889094,1915
Carret. Lagos De Moreno - Zapotlanejo,45430,Zapotlanejo,Zapotlanejo,Zapotlanejo,Jalisco,20.65045936,-103.0469159,1961
Km. 137.5 Carretera Acatic,45470,Acatic,Acatic,Acatic,Jalisco,20.72175061,-102.9055706,1966
Carret. Guad.-Morelia Km. 17.5,45645,Los Gavilanes,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.57151876,-103.4557194,1828
Circuito Valle Dorado Ote.,45655,Santa Cruz Del Valle,Tlajomulco De Zuniga,Tlajomulco De Zuniga,Jalisco,20.52801611,-103.3612975,1898
Carr. Chapala-Jocotepec Oriente,45800,Jocotepec,Jocotepec,Jocotepec,Jalisco,20.2840544,-103.4185154,1964
Carret. Guadalajara-Chapala,45850,Ixtlahuacan De Los Membrillos,Ixtlahuacan De Los Membrillos,Ixtlahuacan De Los Membrillos,Jalisco,20.44564059,-103.2460996,1843
Carret- Guadalajara - Ocotlan,45860,Atequiza Estacion,Ixtlahuacan De Los Membrillos,Ixtlahuacan De Los Membrillos,Jalisco,20.40369101,-103.1747857,1921
Km. 4.5 Carretera Santa Rosa - La Barca,45870,La Capilla,Ixtlahuacan De Los Membrillos,Ixtlahuacan De Los Membrillos,Jalisco,20.40603498,-103.1900788,1989
Carretera Federal Zitacuaro-Morelia,61500,Zitacuaro Centro,Zitacuaro,Zitacuaro,Michoacán de Ocampo,19.48410471,-100.4434986,3859
Carretera Federal 15  Lote 11 Mzna 2,61500,Zitacuaro Centro,Zitacuaro,Zitacuaro,Michoacán de Ocampo,19.45160891,-100.2960695,3670
Carr. Zitacuaro-Huetamo,61511,La Mangana Infonavit,Zitacuaro,Zitacuaro,Michoacán de Ocampo,19.43028866,-100.3713333,3829
Av Revolucion Sur,61514,El Moral,Zitacuaro,Zitacuaro,Michoacán de Ocampo,19.42817801,-100.345786,3886
Autopista Mex-Pue Km 30.3,56579,Cuchilla Alfredo Del Mazo,Ixtapaluca,Ixtapaluca,México,19.29095176,-98.90671336,3405
Tenancingo,50040,Electricistas Locales,Toluca,Toluca,México,19.29203527,-99.67271491,3437
Av. Rafael Sanzio,45030,Residencial La Estancia,Zapopan,Zapopan,Jalisco,20.66625572,-103.4316915,1863
Patria,45034,Jardines Del Tepeyac,Zapopan,Zapopan,Jalisco,20.66038849,-103.4238154,1913
Av. Guadalupe,45040,Ciudad De Los Niños,Zapopan,Zapopan,Jalisco,20.66433994,-103.4119525,1968
Pdo. Laureles,45050,Jardines Del Sol,Zapopan,Zapopan,Jalisco,20.65038398,-103.4123637,1970
Prolongacion Pino Suarez,45140,El Vigia,Zapopan,Zapopan,Jalisco,20.73058295,-103.3897692,1813
Pino Suarez,45140,El Vigia,Zapopan,Zapopan,Jalisco,20.73456594,-103.3890695,1991
Jose Ma. Morelos Ote No. 1101 Esq. Isidro Fabela,50090,San Sebastian,Toluca,Toluca,México,19.2883921,-99.64135698,3429
Laguna Titicaca,50100,Nueva Oxtotitlan,Toluca,Toluca,México,19.28083838,-99.68016992,3403
Venustiano Carranza,50110,Vicente Guerrero,Toluca,Toluca,México,19.27756492,-99.67529563,3388
Venustiano Carranza Esq. Paseo Tollocan,50120,Morelos,Toluca,Toluca,México,19.27820494,-99.67502702,3419
Av. Moctezuma,45053,Hacienda Del Tepeyac,Zapopan,Zapopan,Jalisco,20.65086244,-103.4392361,1835
Av. Xochitl,45054,Mirador Del Sol,Zapopan,Zapopan,Jalisco,20.65671679,-103.4191766,1825
Av. Mariano Otero,45066,Arenales Tapatios,Zapopan,Zapopan,Jalisco,20.62583423,-103.4649331,1949
Bosque De San Isidro,45160,Jacarandas,Zapopan,Zapopan,Jalisco,20.74809218,-103.3852548,1853
Heriberto Enriquez,50130,Universidad,Toluca,Toluca,México,19.27712563,-99.6507125,3508
Av. Benito Juarez,50130,Universidad,Toluca,Toluca,México,19.27268166,-99.65398848,3539
Prolongacon 5 De Mayo,50140,Valle De Don Camilo,Toluca,Toluca,México,19.27613937,-99.63605548,3451
Av Solidaridad Las Torres,50160,Santa Ana Tlapaltitlan,Toluca,Toluca,México,19.27565629,-99.61705478,3450
Av. Prolongacion Chimalhuacán,57819,Zona Industrial Izcalli,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.38922357,-98.98023324,3480
Av. Alvaro Obregon,62170,La Pradera,Cuernavaca,Cuernavaca,Morelos,18.93888541,-99.24111202,1606
Av. Plan De Ayala,62420,Jacarandas,Cuernavaca,Cuernavaca,Morelos,18.92356448,-99.2177217,1622
Av. Subida A Chalma,62180,Loma De Atzingo,Cuernavaca,Cuernavaca,Morelos,18.93841901,-99.25627022,1820
Carr. Fed. Cuautla-Cuernavaca,62748,Revolucion,Cuautla,Cuautla,Morelos,18.84715041,-98.9509285,1671
Insurgentes,62749,Cuautlixco,Cuautla,Cuautla,Morelos,18.83540188,-98.94526063,1780
Alfonso Millan,62566,Lomas De Jiutepec,Jiutepec,Jiutepec,Morelos,18.87501364,-99.19772144,1707
Libramiento Al Diez,62760,Emiliano Zapata,Emiliano Zapata,Emiliano Zapata,Morelos,18.83829286,-99.19971055,1639
Av. Temixco,62763,Benito Juarez,Emiliano Zapata,Emiliano Zapata,Morelos,18.83873346,-99.18706492,1764
Ingenio Sanalona,62780,Zacatepec De Hidalgo,Zacatepec,Zacatepec,Morelos,18.64955393,-99.18966064,1675
Republica De Paraguay,62790,Xochitepec,Xochitepec,Xochitepec,Morelos,18.77645707,-99.23168035,1815
Carretera Federal Alpuyeca Jojutla,62790,Xochitepec,Xochitepec,Xochitepec,Morelos,18.72177393,-99.25850101,1748
Carretera Federal Zacatepec-Zapata,62795,Chiconcuac,Xochitepec,Xochitepec,Morelos,18.79695582,-99.19954323,1634
Av. Huexca Esquina Libramiento,62826,Xochitlan,Yecapixtla,Yecapixtla,Morelos,18.80480429,-98.91527043,1793
Xalisco,63195,Valle De Matatipac,Tepic,Tepic,Nayarit,21.47512021,-104.8692502,1763
Carretera Jilotepec Soyaniquilpan,54280,Soyaniquilpan San Francisco,Soyaniquilpan De Juarez,Soyaniquilpan De Juarez,México,20.01140148,-99.52592686,3469
Miguel Hidalgo,62900,Jojutla De Juarez,Jojutla,Jojutla,Morelos,18.61599897,-99.18090726,1757
Carretera Federal Patzcuaro Morelia,58344,Tiripetio,Morelia,Morelia,Michoacán de Ocampo,19.5578745,-101.3321457,3852
Blvd. Arturo Montiel Rojas,54475,Loma De La Cruz,Nicolas Romero,Villa Nicolas Romero,México,19.61361424,-99.28500316,3456
Av. Juarez,54600,Capula,Tepotzotlan,Tepotzotlan,México,19.70868648,-99.23270047,3479
Av. Morelos Sur,58070,Felix Ireta,Morelia,Morelia,Michoacán de Ocampo,19.68689439,-101.1917237,3870
Vicente Santa Maria,58070,Felix Ireta,Morelia,Morelia,Michoacán de Ocampo,19.68724717,-101.1881363,3749
Av. Benito Juarez,63000,Tepic Centro,Tepic,Tepic,Nayarit,21.50581773,-104.8907287,1634
Av. Madero Oriente,58200,Ciudad Industrial,Morelia,Morelia,Michoacán de Ocampo,19.72524393,-101.1420127,3842
Carretera Cuernavaca-Cuautla,62730,Yautepec De Zaragoza,Yautepec,Yautepec,Morelos,18.87583286,-99.05457672,1669
Aquiles Serdan,62742,Casas Del Rio,Cuautla,Cuautla,Morelos,18.80840668,-98.95844142,1630
Av Mexico,58270,Jardines Del Rincon,Morelia,Morelia,Michoacán de Ocampo,19.69161996,-101.1499046,3813
Av. 20 De Noviembre,63300,Santiago Ixcuintla Centro,Santiago Ixcuintla,Santiago Ixcuintla,Nayarit,21.80859902,-105.2053545,1663
Periferico Paseo De La Republica Sector Nva Espaua,58088,Residencial Fuentes De Morelia,Morelia,Morelia,Michoacán de Ocampo,19.67407417,-101.2045562,3891
Periferico Paseo De La Republica,58089,Xangari,Morelia,Morelia,Michoacán de Ocampo,19.67569054,-101.217636,3888
Area Comercial Del Conjunto Habitacional,58337,Arboledas Valladolid,Morelia,Morelia,Michoacán de Ocampo,19.68427312,-101.3277573,3800
Carretera Morelia-Salamanca Km 11890,58880,Tarimbaro,Tarimbaro,Tarimbaro,Michoacán de Ocampo,19.795842,-101.16179,3879
Obsidiana,58880,Tarimbaro,Tarimbaro,Tarimbaro,Michoacán de Ocampo,19.75201011,-101.1968042,3865
Carretera Morelia-Salamanca,58880,Tarimbaro,Tarimbaro,Tarimbaro,Michoacán de Ocampo,19.74704061,-101.1733464,3696
Est. De Servicio 5444 Carr. Federal Morelia-Salamanca,58880,Tarimbaro,Tarimbaro,Tarimbaro,Michoacán de Ocampo,19.8663716,-101.1458549,3672
Paseo Valle Real,58880,Tarimbaro,Tarimbaro,Tarimbaro,Michoacán de Ocampo,19.77710904,-101.1272055,3710
Amapa,63130,San Juan,Tepic,Tepic,Nayarit,21.50857631,-104.9056414,1810
Calzada Del Ejercito,63169,Fray Junipero Serra,Tepic,Tepic,Nayarit,21.49970778,-104.8992305,1788
Av. Rancho Grande,57000,Benito Juarez,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.41330654,-99.0000323,3441
Carmelo Pérez,57000,Benito Juarez,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.40930401,-98.99178895,3446
Vicente Villada,57000,Benito Juarez,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.40937467,-99.00245051,3412
Avenida Plazas De Aragon,57139,Plazas De Aragon,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.47805851,-99.03759872,3489
B. De Cuba  Mz 28 Lte 77,57180,Ciudad Lago,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.46152376,-99.05349235,3582
Canosas,55712,Conjunto Urbano San Francisco,Coacalco,Coacalco De Berriozabal,México,19.63805915,-99.10637223,3411
Av. Vicente Riva Palacio,57210,Estado De Mexico,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.42564422,-99.03739717,3489
Av. Riva Palacio,57500,Central,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,1925340,9922431,3402
Avenida Pantitlan,57600,Fuentes,Nezahualcoyotl,Ciudad Nezahualcoyotl,México,19.40442,-99.038658,3383
Carretera Fed. Mexico-Acapulco,62139,Loma Linda,Cuernavaca,Cuernavaca,Morelos,18.9685929,-99.24816414,1655
Blvd. Tultitlan Oriente,54900,Los Reyes,Tultitlan,Tultitlan De Mariano Escobedo,México,19.63878879,-99.16865504,3552
Adolfo Lopez Mateos,54768,Santiago Tepalcapa,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.62360959,-99.1941337,3522
Av. 20 De Noviembre,54800,Cuautitlan Centro,Cuautitlan,Cuautitlan,México,19.67223382,-99.18170443,3418
Constitucion De Apatzingan,54930,Unidad Morelos 2Da Secc,Tultitlan,Tultitlan De Mariano Escobedo,México,19.67574816,-99.07977106,3543
"Av. Nacional, P.D. La Joya",55064,San Isidro Atlautenco,Ecatepec,Ecatepec De Morelos,México,19.61896234,-98.98991969,3397
Carretera Mexico Guadalajara,61134,Los Gigantes,Hidalgo,Ciudad Hidalgo,Michoacán de Ocampo,19.69857,-100.5977119,3659
Carretera Los Reyes-Texcoco,55066,Santa Maria Chiconautla,Ecatepec,Ecatepec De Morelos,México,19.614565,-99.003063,3439
Paseo De La Candelaria Lt. 10 Mnz. 58,55770,Hacienda Ojo De Agua,Tecamac,Tecamac De Felipe Villanueva,México,19.67367867,-99.02101081,3549
Cuauhtemoc,55800,San Juan Teotihuacan De Arista,Teotihuacan,Teotihuacan,México,1941779,9852832,3517
Plaza Pabellon Campestre,38080,*Campestre De Celaya,Celaya,Celaya,Guanajuato,20.51719485,-100.7863479,2313
Cuauhtemoc,55850,San Martin De Las Piramides,San Martin De Las Piramides,San Martin De Las Piramides,México,19.70326623,-98.83919854,3575
Carr. Mexico - Tulancingo,55850,San Martin De Las Piramides,San Martin De Las Piramides,San Martin De Las Piramides,México,19.70314977,-98.81978328,3425
Autopista Mexico Piramides,55895,Xometla,Acolman,Acolman,México,19.642517,-98.902633,3501
Carretera A Papalotla,56030,Chiautla,Chiautla,Chiautla,México,19.55215536,-98.88154898,3465
Carretera Texcoco- Lecheria,56259,Santiago Cuautlalpan,Texcoco,Texcoco,México,19.43739293,-98.90599273,3524
Blvr.Xochimilco,56270,Chiconcuac De Juarez,Chiconcuac,Chiconcuac,México,19.5506283,-98.89513043,3418
Av. Zarzaparrillas Mz. 28 Lote 23,55700,Coacalco De Berriozabal Cabecera Municipal,Coacalco,Coacalco De Berriozabal,México,19.65571602,-99.0997086,3561
Av. Juarez Sur,56100,Texcoco De Mora Centro,Texcoco,Texcoco De Mora,México,19.51180959,-98.8823826,3490
Autopista Peñon Texcoco,56140,San Felipe,Texcoco,Texcoco De Mora,México,19.4975827,-98.92591208,3587
Lote 1. Mza. 1 De La Calle Lopez Portillo No. 191.,55714,San Lorenzo Tetlixtac,Coacalco,Coacalco De Berriozabal,México,19.62737975,-99.08048414,3525
Avenida Constitucion De 1917,60950,Ciudad Lazaro Cardenas,Lazaro Cardenas,Lazaro Cardenas,Michoacán de Ocampo,17.95230068,-102.1952868,3893
Av. Central,55280,Valle De Aragon 3Ra Secc,Ecatepec,Ecatepec De Morelos,México,19.50810521,-99.03975789,3501
San Rafael,55740,Tecamac De Felipe Villanueva Centro,Tecamac,Tecamac De Felipe Villanueva,México,19.71144896,-98.97133941,3576
Camino A San Pablo,55760,San Francisco Cuautliquixco,Tecamac,Tecamac De Felipe Villanueva,México,19.68181836,-98.97719629,3388
1A. Seccion Sector 16 Mza. 40 Lote 5,55765,Chiconautla 4,Tecamac,Tecamac De Felipe Villanueva,México,19.61934151,-99.02106742,3413
Fracc. Heroes De Tecamac  Mza. 99 Secc. 2 Sect. 31,55765,Chiconautla 4,Tecamac,Tecamac De Felipe Villanueva,México,19.62831365,-99.01389965,3575
Avenida Las Palmas,60990,Las Guacamayas,Lazaro Cardenas,Lazaro Cardenas,Michoacán de Ocampo,17.98805623,-102.2186331,3762
Las Cruces,56334,San Pedro 1Ra Secc,Chimalhuacan,Chimalhuacan,México,19.4195719,-98.94623829,3396
Carretera Mexico-Cuautla,56800,Ozumba De Alzate,Ozumba,Ozumba,México,19.04441464,-98.79739751,3409
Camino A Tepotzotlan Mz. 46 Lt.1,54700,Cuautitlan Izcalli Centro,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.69240941,-99.21678345,3568
Dr. Jimenez Cantu,54715,Exhacienda San Miguel,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.67975916,-99.21307755,3548
Autopista Mexico Guadalajara Km202+650 Lado Sur,58944,San Nicolas Simirao,Zinapecuaro,Zinapecuaro,Michoacán de Ocampo,19.89116884,-101.0218734,3828
Vzalle De Bravo,54740,Cumbria,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.64943587,-99.21501896,3538
Olimpo,54740,Ensueños,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.65951168,-99.2120118,3546
Av. Quetzalcoatl,54740,Ensueños,Cuautitlan Izcalli,Cuautitlan Izcalli,México,19.65942655,-99.20988177,3462
Av  Xelha,77509,Supermanzana  28,Benito Juarez,Cancun,Quintana Roo,21.16092658,-86.83344984,1155
Batallon De San Patrcio,66278,Real De San Agustin,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.64702596,-100.334224,1040
"Smza. 93, Mza. 92",77517,Region  93,Benito Juarez,Cancun,Quintana Roo,21.16198096,-86.85835449,1045
Av. Industrial,77535,Region  96,Benito Juarez,Cancun,Quintana Roo,21.14019657,-86.86613238,1049
Av. Huayacan Sm 312 Mza 21,77535,Region 516,Benito Juarez,Cancun,Quintana Roo,21.12449616,-86.84000824,1076
Av Rio Niagara  Smza 316 Mza 19,77535,Region 516,Benito Juarez,Cancun,Quintana Roo,21.12921494,-86.87042248,1119
Av. Francisco I. Madero Sm 102 Mza 26,77538,Region 102,Benito Juarez,Cancun,Quintana Roo,21.14997346,-86.88193369,1041
Av. Niños Héroes Sm 259 Mz 115,77569,Ciudad De Cancun,Benito Juarez,Benito Juarez,Quintana Roo,21.15097276,-86.91900544,1062
Damian Carmona,78049,Santiago Del Rio,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.16618369,-100.9803053,2155
77 Av Norte,77600,Cozumel Centro,Cozumel,Cozumel,Quintana Roo,20.5020048,-86.9378799,1071
Av Juarez X 10Av Norte Cozumel Centro,77600,Cozumel Centro,Cozumel,Cozumel,Quintana Roo,20.51000982,-86.9481314,1190
Calle 10 Avenida Norte,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62559922,-87.07416993,1042
Carretera Chetumal-Puerto Juarez Km 269.5 Mza 8,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.50626595,-87.23124536,1145
Av 115 Smza 63 Mza 2,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.65780559,-87.07971105,1057
10 Av.Sur Region 2 Mza 6,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.62157729,-87.07747508,1048
Av Petempich Smza 71 Mza 44 Fracc Villamar,77710,Centro,Solidaridad,Playa Del Carmen,Quintana Roo,20.66731638,-87.06674033,1014
Av. Tulum Poniente,77780,Tulum,Solidaridad,Solidaridad,Quintana Roo,20.20864361,-87.47104772,1024
Calle 5,78140,Industrial Aviacion,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.17260976,-100.9954228,2019
Ave Ferrocarril,78140,Industrial Aviacion,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.17175129,-100.9916654,2036
Calle 4,78140,Industrial Aviacion,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.17580441,-100.9976022,1980
Av. Mezquital,78150,Lomas Del Mezquital,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.18260729,-101.0129894,1988
Aereopuerto,78170,Aeropuerto,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.16930822,-100.9924584,2104
Pedro Moreno,78170,Santiago Del Rio,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.16795226,-100.9873843,2073
Periodico Oficial,78180,Morales,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.16444687,-101.0195537,2096
Arsenico Esq Calle Polvillo,78180,Morales,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15664073,-101.0204142,2169
Dr Manuel Nava,78210,Lomas 1Ra Secc,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14602553,-101.0164698,2029
Boulevard Antonio Rocha Cordero,78216,Lomas 3Ra Secc,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.13438878,-101.0345257,2030
Hidalgo,73700,Zaragoza,Zaragoza,Zaragoza,Puebla,19.77423766,-97.55105015,2802
Carretera Central,78430,Soledad De Graciano Sanchez Centro,Soledad De Graciano Sanchez,Soledad De Graciano Sanchez,San Luis Potosí,22.19514431,-100.9410836,1994
Av San Luis,78433,San Felipe,Soledad De Graciano Sanchez,Soledad De Graciano Sanchez,San Luis Potosí,22.17769,-100.95982,2151
Avenida Independencia,74200,Atlixco Centro,Atlixco,Atlixco,Puebla,18.89596,-98.43806,2804
3 Poniente,74200,Atlixco Centro,Atlixco,Atlixco,Puebla,18.90857829,-98.43760602,2696
Cuauhtemoc Esquina Con B. Arriaga,78230,Tequisquiapan,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.1486143,-100.9872693,2175
Ave Carranza,78230,Tequisquiapan,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15019605,-100.9894738,2101
Himno Nacional,78230,Tequisquiapan,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14252371,-100.9985645,1990
Himno Nacional,78270,Burocrata,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14370468,-101.0018831,2073
Av Paseo De Las Aves,78434,Rancho Pavon Infonavit,Soledad De Graciano Sanchez,Soledad De Graciano Sanchez,San Luis Potosí,22.17838896,-100.9542035,2093
Prolongacion Negrete Esq. Av. San Pedro,78435,El Marques,Soledad De Graciano Sanchez,Soledad De Graciano Sanchez,San Luis Potosí,22.16832895,-100.9322766,2158
Avanzada,78279,Las Aguilas 2Da Secc,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.14505415,-100.9956776,2021
Manuel Muro,78310,San Luis,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15305083,-100.9616093,2186
Prolongacion Dalias,78377,Del Llano,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.1213863,-100.9400313,2101
Ave Salk,78379,Las Pilitas,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.13387912,-100.9575288,1966
Calle 23 Sur S/N Oficial Mza 60,77664,Independencia,Cozumel,Cozumel,Quintana Roo,20.49232614,-86.9505302,1040
Xicotencatl,78000,San Luis Potosi Centro,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.13782887,-100.9767183,2150
Reforma,78000,San Luis Potosi Centro,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.15395176,-100.9815391,2078
Calle 24,78394,La Libertad 1Ra Secc,San Luis Potosi,San Luis Potosi,San Luis Potosí,22.13181133,-100.9008019,2145
Carretera Monterrey - Saltillo Km 65,66350,Nueva Santa Catarina,Santa Catarina,Santa Catarina,Nuevo León,25.68499715,-100.4805316,1037
Blvd Luis Donaldo Colosio Zona 1 Mza 26,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.11353273,-86.83851366,1115
Av  Tulum,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.15760988,-86.82483592,1053
0,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.14193885,-86.902377,1180
Joaquin Hendricks Y Av Timon,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,20.86109958,-86.90202632,1005
Av Labna  Smza 20 Mza 9 Lote 56,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.15053341,-86.826501,1201
Av Cancun Smza 529 Mza 20,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.13199679,-86.89250028,1057
Av 135 Smza 325 Mza 73 Lote 62 Local 3,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.12121169,-86.87883202,1149
Av De Los Tules Smza 247 Loca A Mza 13,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.19598758,-86.85985912,1133
Av Yaxchilan,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.14994043,-86.83293155,1048
Blvd Kukulcan Km.15 + 035 Al 15 + 069,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.08171085,-86.77580571,1058
Smza 217 Mza 35,77500,Cancun Centro,Benito Juarez,Cancun,Quintana Roo,21.16760472,-86.87750706,1076
Av Uxmal,77500,Supermanzana  23 Centro,Benito Juarez,Cancun,Quintana Roo,21.16519685,-86.82900224,1040
Av. Vasconcelos,66264,Jardines Del Campestre,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.65308481,-100.3460327,893
Hidalgo,63700,Compostela,Compostela,Compostela,Nayarit,21.23719176,-104.9010317,1609
Carretera Internacional Gdl-Nogales,63940,Ixtlan Del Rio,Ixtlan Del Rio,Ixtlan Del Rio,Nayarit,21.0376966,-104.3788946,1711
Carretera A Monclova,65650,Abasolo,Abasolo,Abasolo,Nuevo León,25.94064,-100.40473,1045
Padre Mier,64720,Centro,Monterrey,Monterrey,Nuevo León,25.67153668,-100.3319113,867
Washington,64720,Centro,Monterrey,Monterrey,Nuevo León,25.6754531,-100.3251352,1045
Liibertad,64720,Independencia,Monterrey,Monterrey,Nuevo León,25.65799278,-100.311903,980
Carr.Antig. A Roma,66612,Bosque Real I,Apodaca,Apodaca,Nuevo León,25.76676786,-100.2012422,885
Jardines De La Primavera,66613,Jardines De Monterrey I,Apodaca,Apodaca,Nuevo León,25.81587225,-100.2623062,867
Ave. Lazaro Cardena,64790,Valle Del Marques,Monterrey,Monterrey,Nuevo León,25.62890544,-100.2964486,1079
Acueducto,66070,Provileon,General Escobedo,General Escobedo,Nuevo León,25.7878,100.3336,1093
Abedul,66635,Enramada Iv,Apodaca,Apodaca,Nuevo León,25.76809845,-100.2558267,915
Abraham Lincoln,64300,Jardin De Las Mitras,Monterrey,Monterrey,Nuevo León,25.71518242,-100.3515883,939
Ricardo Covarruvias,64830,Estadio,Monterrey,Monterrey,Nuevo León,25.65218298,-100.2795117,1046
Luis Elizondo,64840,Altavista,Monterrey,Monterrey,Nuevo León,25.64547734,-100.2930343,944
Sagitario,64860,Contry,Monterrey,Monterrey,Nuevo León,25.62960459,-100.2782542,1047
