Cliente,Avg Vigencia,#Recargas,$Recargas,Avg_Recargas,10,20,30,50,100,150,200,300,500,1000,sum_WA,sum_IG,sum_Otros,sum_SP,sum_FB,sum_TW,sum_MS,avg_WA,avg_IG,avg_Otros,avg_SP,avg_FB,avg_TW,avg_MS
AG00455,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86676.82,6832.03,7547946.8,0,68446.09,0,26309.92,43338.41,6832.03,1886986.7,0,34223.045,0,26309.92
AG00456,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43341.05,13702.41,5661342.56,0,68092.03,19704.97,52627.15,43341.05,6851.205,1887114.187,0,34046.015,19704.97,26313.575
AG00457,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86669.03,0,3774302.2,6126.76,136493.44,0,26582.9,43334.515,0,1887151.1,6126.76,34123.36,0,26582.9
AG00458,1,8,160,20,0,8,0,0,0,0,0,0,0,0,86674.98,13845.13,0,6561.16,101673.59,0,0,43337.49,6922.565,0,6561.16,33891.19667,0,0
AG00459,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43340.05,6896.19,1887099.26,12167.06,0,59575.28,0,43340.05,6896.19,1887099.26,6083.53,0,19858.42667,0
AG00460,1,7,140,20,0,7,0,0,0,0,0,0,0,0,86677.93,0,3774680.99,5577.73,0,0,52694.24,43338.965,0,1887340.495,5577.73,0,0,26347.12
AG00461,1,7,140,20,0,7,0,0,0,0,0,0,0,0,86675.64,0,0,0,33654.44,39668.49,52928.25,43337.82,0,0,0,33654.44,19834.245,26464.125
AG00462,1,5,100,20,0,5,0,0,0,0,0,0,0,0,86676.49,6855.81,1887297.3,0,34414.04,0,0,43338.245,6855.81,1887297.3,0,34414.04,0,0
AG00463,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43334.01,13703.89,1887023.06,0,0,59266.26,26454.69,43334.01,6851.945,1887023.06,0,0,19755.42,26454.69
AG00464,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86668.83,6736.19,3774044.9,0,68594.63,39465.96,0,43334.415,6736.19,1887022.45,0,34297.315,19732.98,0
AG00465,1,8,160,20,0,8,0,0,0,0,0,0,0,0,130009.96,20642.4,0,0,0,39732.51,0,43336.65333,6880.8,0,0,0,19866.255,0
AG00466,1,9,180,20,0,9,0,0,0,0,0,0,0,0,0,27474.73,0,11884.29,0,39642.93,26322.23,0,6868.6825,0,5942.145,0,19821.465,26322.23
AG00467,1,7,140,20,0,7,0,0,0,0,0,0,0,0,0,27365.89,3774353.54,0,33928.12,0,0,0,6841.4725,1887176.77,0,33928.12,0,0
AG00468,1,10,200,20,0,10,0,0,0,0,0,0,0,0,0,13549.77,3774393.02,11003.18,33526.5,39912.1,26576.78,0,6774.885,1887196.51,5501.59,33526.5,19956.05,26576.78
AG00469,1,12,240,20,0,12,0,0,0,0,0,0,0,0,86677.31,20743.51,0,0,33731.26,19662.07,131880.94,43338.655,6914.503333,0,0,33731.26,19662.07,26376.188
AG00470,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,13448.88,0,0,67584.07,39727.71,52975.68,0,6724.44,0,0,33792.035,19863.855,26487.84
AG00471,1,12,240,20,0,12,0,0,0,0,0,0,0,0,0,20709.63,1887071.09,5248.62,68793.62,39594.46,79626.21,0,6903.21,1887071.09,5248.62,34396.81,19797.23,26542.07
AG00472,1,6,120,20,0,6,0,0,0,0,0,0,0,0,43337.07,6687.84,1886831.04,0,0,19918.58,52680.76,43337.07,6687.84,1886831.04,0,0,19918.58,26340.38
AG00473,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,0,3773832.92,6584.13,0,39508.66,26502.65,0,0,1886916.46,6584.13,0,19754.33,26502.65
AG00474,1,7,140,20,0,7,0,0,0,0,0,0,0,0,0,0,1887318.8,0,33944.72,0,132390.53,0,0,1887318.8,0,33944.72,0,26478.106
AG00475,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,0,0,5412.25,0,0,26452.76,0,0,0,5412.25,0,0,26452.76
AG00476,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86678.67,13876.93,0,11740.71,0,19766.12,52911.27,43339.335,6938.465,0,5870.355,0,19766.12,26455.635
AG00477,1,12,240,20,0,12,0,0,0,0,0,0,0,0,86672.67,6804.13,3774176.83,18116.83,34635.75,19727.05,52921.25,43336.335,6804.13,1887088.415,6038.943333,34635.75,19727.05,26460.625
AG00478,1,10,200,20,0,10,0,0,0,0,0,0,0,0,130016.1,6670.3,3774126.68,6500.37,34590.98,19916.88,26599.17,43338.7,6670.3,1887063.34,6500.37,34590.98,19916.88,26599.17
AG00479,1,12,240,20,0,12,0,0,0,0,0,0,0,0,130012.76,13565.64,3773835.7,6019.03,33622.12,39571.04,26405.47,43337.58667,6782.82,1886917.85,6019.03,33622.12,19785.52,26405.47
AG00480,1,3,60,20,0,3,0,0,0,0,0,0,0,0,0,6679.13,0,5368.78,33442.38,0,0,0,6679.13,0,5368.78,33442.38,0,0
AG00481,1,14,280,20,0,14,0,0,0,0,0,0,0,0,86674.07,20369.32,7547984.39,0,69102.05,19902.91,53067.14,43337.035,6789.773333,1886996.098,0,34551.025,19902.91,26533.57
AG00482,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43340.9,6718.54,0,0,68280.08,59276.21,26556.17,43340.9,6718.54,0,0,34140.04,19758.73667,26556.17
AG00483,1,9,180,20,0,9,0,0,0,0,0,0,0,0,0,27220.74,3774199.21,11474.66,34767.79,0,0,0,6805.185,1887099.605,5737.33,34767.79,0,0
AG00484,1,10,200,20,0,10,0,0,0,0,0,0,0,0,0,6851.6,3774295.99,12862.02,67833.48,0,79188.61,0,6851.6,1887147.995,6431.01,33916.74,0,26396.20333
AG00485,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43340.63,6982.47,0,25441.63,103228.83,0,0,43340.63,6982.47,0,6360.4075,34409.61,0,0
AG00486,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86679.05,13656.65,3774176.83,12107.51,34950.03,39670.13,0,43339.525,6828.325,1887088.415,6053.755,34950.03,19835.065,0
AG00487,1,13,260,20,0,13,0,0,0,0,0,0,0,0,86678.88,33970.75,0,17990.85,33984.02,39686.58,0,43339.44,6794.15,0,5996.95,33984.02,19843.29,0
AG00488,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6831,3773532.71,17901.88,0,0,52907.76,0,6831,1886766.355,5967.293333,0,0,26453.88
AG00489,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86682.72,13794.72,0,6228.18,0,19909.02,0,43341.36,6897.36,0,6228.18,0,19909.02,0
AG00490,1,8,160,20,0,8,0,0,0,0,0,0,0,0,86681.88,13518.82,1886741.88,11172.35,0,0,26251.72,43340.94,6759.41,1886741.88,5586.175,0,0,26251.72
AG00491,1,10,200,20,0,10,0,0,0,0,0,0,0,0,0,20603.44,1886734.7,5529.16,67722.61,39768.4,26616.03,0,6867.813333,1886734.7,5529.16,33861.305,19884.2,26616.03
AG00492,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43339.43,6837.29,3773938.51,12145.36,0,19781.06,0,43339.43,6837.29,1886969.255,6072.68,0,19781.06,0
AG00493,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86679.82,0,0,18115.73,0,0,26258.71,43339.91,0,0,6038.576667,0,0,26258.71
AG00494,1,10,200,20,0,10,0,0,0,0,0,0,0,0,43335.99,0,3774267.92,5863.7,34895.08,39545.03,79933.78,43335.99,0,1887133.96,5863.7,34895.08,19772.515,26644.59333
AG00495,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,0,1887131.1,5836.12,102685.3,39943.02,26282.03,0,0,1887131.1,5836.12,34228.43333,19971.51,26282.03
AG00496,1,10,200,20,0,10,0,0,0,0,0,0,0,0,216697.21,6893.95,1887383.28,0,0,59504.71,0,43339.442,6893.95,1887383.28,0,0,19834.90333,0
AG00497,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,0,3773964.03,0,102120.64,19680.16,0,0,0,1886982.015,0,34040.21333,19680.16,0
AG00498,1,8,160,20,0,8,0,0,0,0,0,0,0,0,130018.94,6870.46,3774183.27,6194.71,0,0,26595.92,43339.64667,6870.46,1887091.635,6194.71,0,0,26595.92
AG00499,1,7,140,20,0,7,0,0,0,0,0,0,0,0,0,13436.3,0,12648.79,34572.1,0,52780.17,0,6718.15,0,6324.395,34572.1,0,26390.085
AG00500,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86682.2,0,0,0,0,19900.76,79504.04,43341.1,0,0,0,0,19900.76,26501.34667
AG00501,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86676.02,6813.42,3773668.77,6309.94,0,0,0,43338.01,6813.42,1886834.385,6309.94,0,0,0
AG00502,1,6,120,20,0,6,0,0,0,0,0,0,0,0,43338.39,6877.89,1887237.67,11827.23,34071.03,0,0,43338.39,6877.89,1887237.67,5913.615,34071.03,0,0
AG00503,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43335.61,6710.17,1887322.47,5964.48,0,39606.36,52935.03,43335.61,6710.17,1887322.47,5964.48,0,19803.18,26467.515
AG00504,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86682.22,0,1886921.29,18500.08,34896.79,19745.8,26258.04,43341.11,0,1886921.29,6166.693333,34896.79,19745.8,26258.04
AG00505,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86671.91,20524.01,0,6204.38,0,39951.62,79201.1,43335.955,6841.336667,0,6204.38,0,19975.81,26400.36667
AG00506,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43335.24,6976.3,1887194.39,12345.51,68289.88,19795.71,0,43335.24,6976.3,1887194.39,6172.755,34144.94,19795.71,0
AG00507,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86680.46,6866.51,0,18373.4,34944.73,19778.69,52732.77,43340.23,6866.51,0,6124.466667,34944.73,19778.69,26366.385
AG00508,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,20583.11,1886700.86,11498.1,34060.13,19867.09,0,0,6861.036667,1886700.86,5749.05,34060.13,19867.09,0
AG00509,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43340.08,13685.47,1887406.01,11627.49,101655.23,0,0,43340.08,6842.735,1887406.01,5813.745,33885.07667,0,0
AG00510,1,6,120,20,0,6,0,0,0,0,0,0,0,0,43341.86,0,0,0,103169.44,0,52810.23,43341.86,0,0,0,34389.81333,0,26405.115
AG00511,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6861.02,7548327.69,0,67087.5,0,26449.21,0,6861.02,1887081.923,0,33543.75,0,26449.21
AG00512,1,10,200,20,0,10,0,0,0,0,0,0,0,0,43341.1,0,0,17480.53,68654.92,59338.2,26572.65,43341.1,0,0,5826.843333,34327.46,19779.4,26572.65
AG00513,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43339.42,6789.04,0,5323.49,67533.03,19664.48,26390.08,43339.42,6789.04,0,5323.49,33766.515,19664.48,26390.08
AG00514,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43337.8,6922.1,0,6127.34,68164.53,19739.06,52691.64,43337.8,6922.1,0,6127.34,34082.265,19739.06,26345.82
AG00515,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43334.61,27227.38,3774214.35,0,34318,0,26367.61,43334.61,6806.845,1887107.175,0,34318,0,26367.61
AG00516,1,2,40,20,0,2,0,0,0,0,0,0,0,0,0,6756.94,0,5924.86,0,0,0,0,6756.94,0,5924.86,0,0,0
AG00517,1,12,240,20,0,12,0,0,0,0,0,0,0,0,43334.67,6674.54,0,17168.26,136760.4,59699.4,0,43334.67,6674.54,0,5722.753333,34190.1,19899.8,0
AG00518,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43341.83,6753.68,0,6425.95,33867.24,19836.06,52845.18,43341.83,6753.68,0,6425.95,33867.24,19836.06,26422.59
AG00519,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43335.16,6751.53,3774120.67,6194.51,34858.37,19724.27,52501.57,43335.16,6751.53,1887060.335,6194.51,34858.37,19724.27,26250.785
AG00520,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43340.77,6938.08,1887184.84,5442.51,33887.45,79384.84,0,43340.77,6938.08,1887184.84,5442.51,33887.45,19846.21,0
AG00521,1,5,100,20,0,5,0,0,0,0,0,0,0,0,0,13498.98,0,0,0,0,79357.14,0,6749.49,0,0,0,0,26452.38
AG00522,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86672.4,0,1886681.7,6056.86,68209.46,0,0,43336.2,0,1886681.7,6056.86,34104.73,0,0
AG00523,1,7,140,20,0,7,0,0,0,0,0,0,0,0,86671.02,13845.66,1887272.02,6094.22,0,19864.34,0,43335.51,6922.83,1887272.02,6094.22,0,19864.34,0
AG00524,1,13,260,20,0,13,0,0,0,0,0,0,0,0,43340.57,6954.45,5661386.75,17466.91,34223.44,59825.36,26657.84,43340.57,6954.45,1887128.917,5822.303333,34223.44,19941.78667,26657.84
AG00525,1,6,120,20,0,6,0,0,0,0,0,0,0,0,43335.03,13555.72,0,11750.64,0,19752.02,0,43335.03,6777.86,0,5875.32,0,19752.02,0
AG00526,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86675.93,13838.73,0,11714.33,69395.78,19950.84,0,43337.965,6919.365,0,5857.165,34697.89,19950.84,0
AG00527,1,4,80,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,68816.42,19878.71,26635,0,0,0,0,34408.21,19878.71,26635
AG00528,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43341.74,13777.28,0,16708.46,0,0,26250.11,43341.74,6888.64,0,5569.486667,0,0,26250.11
AG00529,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43335.09,6927.55,0,10753.04,101890.17,19699.21,79357.54,43335.09,6927.55,0,5376.52,33963.39,19699.21,26452.51333
AG00530,1,10,200,20,0,10,0,0,0,0,0,0,0,0,43339.31,20667.53,1886719.06,6462.72,68611.84,39579.2,0,43339.31,6889.176667,1886719.06,6462.72,34305.92,19789.6,0
AG00531,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43334.66,0,1887212.09,6246.84,33351.42,19693.08,0,43334.66,0,1887212.09,6246.84,33351.42,19693.08,0
AG00532,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43337.81,0,0,5506.24,0,39806.47,26584.8,43337.81,0,0,5506.24,0,19903.235,26584.8
AG00533,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43337.81,0,1887275.12,16651.18,67772.89,0,105775.16,43337.81,0,1887275.12,5550.393333,33886.445,0,26443.79
AG00534,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86682.39,6791.72,5661166.9,0,34876.7,39536.83,26552.71,43341.195,6791.72,1887055.633,0,34876.7,19768.415,26552.71
AG00535,1,16,320,20,0,16,0,0,0,0,0,0,0,0,130019.64,6948.48,1886838.56,6280.04,102560.36,39685.82,132482.38,43339.88,6948.48,1886838.56,6280.04,34186.78667,19842.91,26496.476
AG00536,1,14,280,20,0,14,0,0,0,0,0,0,0,0,86672.8,13742,3774159.43,5423.92,34265.27,79445.52,52779.32,43336.4,6871,1887079.715,5423.92,34265.27,19861.38,26389.66
AG00537,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43337.55,6680.55,1887138.36,17875.15,69515.83,0,26302.65,43337.55,6680.55,1887138.36,5958.383333,34757.915,0,26302.65
AG00538,1,5,100,20,0,5,0,0,0,0,0,0,0,0,0,6937.63,0,0,67110.39,19677.33,26317.21,0,6937.63,0,0,33555.195,19677.33,26317.21
AG00539,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43339.87,6748.24,1886773.93,5634.25,33654.2,19686.06,26466.76,43339.87,6748.24,1886773.93,5634.25,33654.2,19686.06,26466.76
AG00540,1,9,180,20,0,9,0,0,0,0,0,0,0,0,0,6885.14,7548585.16,5478.74,0,19691.99,52714.86,0,6885.14,1887146.29,5478.74,0,19691.99,26357.43
AG00541,1,7,140,20,0,7,0,0,0,0,0,0,0,0,0,27452.57,0,5970.11,34883.64,0,26594.31,0,6863.1425,0,5970.11,34883.64,0,26594.31
AG00542,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43341.55,0,1886721.69,0,0,39904.34,26462.09,43341.55,0,1886721.69,0,0,19952.17,26462.09
AG00543,1,9,180,20,0,9,0,0,0,0,0,0,0,0,130012.89,0,1886878.43,5647.58,33835.14,19754.62,53272.45,43337.63,0,1886878.43,5647.58,33835.14,19754.62,26636.225
AG00544,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43340.81,13901.82,7547980.46,5329.98,0,0,26521.89,43340.81,6950.91,1886995.115,5329.98,0,0,26521.89
AG00545,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86675.56,0,7548015.23,17553.3,34557.35,19996.23,0,43337.78,0,1887003.808,5851.1,34557.35,19996.23,0
AG00546,1,4,80,20,0,4,0,0,0,0,0,0,0,0,43339.47,6842.44,0,5854.09,0,0,26545.98,43339.47,6842.44,0,5854.09,0,0,26545.98
AG00547,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43334.08,6774.51,1887250.69,16695.14,34871.87,0,52551.58,43334.08,6774.51,1887250.69,5565.046667,34871.87,0,26275.79
AG00548,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86679.15,13799.56,1887101.18,12054.26,33475.74,0,26349.23,43339.575,6899.78,1887101.18,6027.13,33475.74,0,26349.23
AG00549,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43334.97,6949.45,1887240.26,11306.92,68129.09,59300.45,26498.96,43334.97,6949.45,1887240.26,5653.46,34064.545,19766.81667,26498.96
AG00550,1,11,220,20,0,11,0,0,0,0,0,0,0,0,0,13681.78,0,12290.04,33525.08,59653.52,79373.58,0,6840.89,0,6145.02,33525.08,19884.50667,26457.86
AG00551,1,10,200,20,0,10,0,0,0,0,0,0,0,0,130015.24,6928.69,0,0,0,79403.66,52950.22,43338.41333,6928.69,0,0,0,19850.915,26475.11
AG00552,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43335.79,13626.67,0,22387.93,34553.24,59459,0,43335.79,6813.335,0,5596.9825,34553.24,19819.66667,0
AG00553,1,10,200,20,0,10,0,0,0,0,0,0,0,0,43337.15,6722.43,3774302.03,11022.98,67367.88,39641.7,0,43337.15,6722.43,1887151.015,5511.49,33683.94,19820.85,0
AG00554,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,13878.76,0,6054.13,33839.64,0,52707.59,0,6939.38,0,6054.13,33839.64,0,26353.795
AG00555,1,11,220,20,0,11,0,0,0,0,0,0,0,0,130013.96,0,5660722.48,5837.39,69777.36,0,52972.54,43337.98667,0,1886907.493,5837.39,34888.68,0,26486.27
AG00556,1,11,220,20,0,11,0,0,0,0,0,0,0,0,43339.2,13718.37,3773673.89,11667.23,33668.02,39713.68,26499.22,43339.2,6859.185,1886836.945,5833.615,33668.02,19856.84,26499.22
AG00557,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6682.65,0,11721.26,0,59930.99,52868.2,0,6682.65,0,5860.63,0,19976.99667,26434.1
AG00558,1,9,180,20,0,9,0,0,0,0,0,0,0,0,0,13926.03,3774371.39,0,69252.41,39854.52,26404.17,0,6963.015,1887185.695,0,34626.205,19927.26,26404.17
AG00559,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43338.41,13713.43,5661745.09,0,33735.11,0,0,43338.41,6856.715,1887248.363,0,33735.11,0,0
AG00560,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43334.15,0,3774159.97,5979.24,0,39569.38,78955.74,43334.15,0,1887079.985,5979.24,0,19784.69,26318.58
AG00561,1,13,260,20,0,13,0,0,0,0,0,0,0,0,86677.94,20453.25,7548060.28,0,34297.08,39569.45,26604.37,43338.97,6817.75,1887015.07,0,34297.08,19784.725,26604.37
AG00562,1,10,200,20,0,10,0,0,0,0,0,0,0,0,0,0,1887107.49,29196.42,68945.46,39891.5,0,0,0,1887107.49,5839.284,34472.73,19945.75,0
AG00563,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86674.25,13675.65,1886742.05,6395.59,34080.29,19774.04,26374.54,43337.125,6837.825,1886742.05,6395.59,34080.29,19774.04,26374.54
AG00564,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43340.6,6938.03,0,0,68216.5,19868.67,0,43340.6,6938.03,0,0,34108.25,19868.67,0
AG00565,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43340.4,0,1887026.05,0,135908.28,19675.39,0,43340.4,0,1887026.05,0,33977.07,19675.39,0
AG00566,1,8,160,20,0,8,0,0,0,0,0,0,0,0,86674.65,6883.06,1887227.95,5978.55,67894.95,0,26334.47,43337.325,6883.06,1887227.95,5978.55,33947.475,0,26334.47
AG00567,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43338.78,6910.29,1887000.13,5932.4,34893.74,39709,0,43338.78,6910.29,1887000.13,5932.4,34893.74,19854.5,0
AG00568,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,13683.61,0,11180.12,0,19904.45,26493.74,0,6841.805,0,5590.06,0,19904.45,26493.74
AG00569,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,13575.09,0,12555.77,68191.71,0,0,0,6787.545,0,6277.885,34095.855,0,0
AG00570,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6735.2,0,12741.33,102199.89,39609.03,0,0,6735.2,0,6370.665,34066.63,19804.515,0
AG00571,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86679.53,6687.1,1886837.03,11937.89,69172.03,19952.07,26529.25,43339.765,6687.1,1886837.03,5968.945,34586.015,19952.07,26529.25
AG00572,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43340.26,0,1887292.25,17218.51,0,19847.26,53248.5,43340.26,0,1887292.25,5739.503333,0,19847.26,26624.25
AG00573,1,7,140,20,0,7,0,0,0,0,0,0,0,0,130014.46,0,1886890.38,6354.91,0,0,52606.97,43338.15333,0,1886890.38,6354.91,0,0,26303.485
AG00574,1,13,260,20,0,13,0,0,0,0,0,0,0,0,0,20787.04,3774595.05,6123.08,67652.24,59308.73,52905.9,0,6929.013333,1887297.525,6123.08,33826.12,19769.57667,26452.95
AG00575,1,12,240,20,0,12,0,0,0,0,0,0,0,0,130018.25,6778.09,1886775.54,11562.89,69696.41,19965.9,53073.77,43339.41667,6778.09,1886775.54,5781.445,34848.205,19965.9,26536.885
AG00576,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43338.47,0,1887287.92,18011.35,33518.62,19904.34,26515.26,43338.47,0,1887287.92,6003.783333,33518.62,19904.34,26515.26
AG00577,1,7,140,20,0,7,0,0,0,0,0,0,0,0,0,6912.09,1886960.48,5385.9,69199,39738.18,0,0,6912.09,1886960.48,5385.9,34599.5,19869.09,0
AG00578,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43335.45,6749.53,0,0,34453.81,59538.58,26486.09,43335.45,6749.53,0,0,34453.81,19846.19333,26486.09
AG00579,1,8,160,20,0,8,0,0,0,0,0,0,0,0,86677.05,0,1887392.29,5623.03,103327.02,19764.62,0,43338.525,0,1887392.29,5623.03,34442.34,19764.62,0
AG00580,1,6,120,20,0,6,0,0,0,0,0,0,0,0,86676.83,0,1886675.83,6400.19,33470.77,0,26406.08,43338.415,0,1886675.83,6400.19,33470.77,0,26406.08
AG00581,1,9,180,20,0,9,0,0,0,0,0,0,0,0,0,6779.83,0,6046.01,136681.86,39513.39,26281.37,0,6779.83,0,6046.01,34170.465,19756.695,26281.37
AG00582,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43337.46,20255.66,0,6121.54,0,0,0,43337.46,6751.886667,0,6121.54,0,0,0
AG00583,1,12,240,20,0,12,0,0,0,0,0,0,0,0,173346.7,0,5661251.3,6134.43,137097.2,0,0,43336.675,0,1887083.767,6134.43,34274.3,0,0
AG00584,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,0,1887001.28,10984.85,101281.83,0,0,0,0,1887001.28,5492.425,33760.61,0,0
AG00585,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43336.25,0,1887283.43,6441.65,34025.7,19792.32,0,43336.25,0,1887283.43,6441.65,34025.7,19792.32,0
AG00586,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6949.64,5661208.64,11045.48,33547.28,19979.12,0,0,6949.64,1887069.547,5522.74,33547.28,19979.12,0
AG00587,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86677.7,6916.98,0,5446.84,33916.41,39536.82,105404.78,43338.85,6916.98,0,5446.84,33916.41,19768.41,26351.195
AG00588,1,7,140,20,0,7,0,0,0,0,0,0,0,0,86679.14,6903.52,0,0,34482.65,39765.44,26548.7,43339.57,6903.52,0,0,34482.65,19882.72,26548.7
AG00589,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43336,13651.36,1886759.43,0,34784.1,19968.02,26505.72,43336,6825.68,1886759.43,0,34784.1,19968.02,26505.72
AG00590,1,8,160,20,0,8,0,0,0,0,0,0,0,0,173363.39,0,0,5916.75,0,19689.33,52757.39,43340.8475,0,0,5916.75,0,19689.33,26378.695
AG00591,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,6954.51,3774369.5,0,102225.81,0,53028.78,0,6954.51,1887184.75,0,34075.27,0,26514.39
AG00592,1,13,260,20,0,13,0,0,0,0,0,0,0,0,0,6838.01,5661381.11,23328.33,34152.65,19726.35,79348.44,0,6838.01,1887127.037,5832.0825,34152.65,19726.35,26449.48
AG00593,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86673.59,0,3773942.47,11639.99,103985.54,0,52991.34,43336.795,0,1886971.235,5819.995,34661.84667,0,26495.67
AG00594,1,8,160,20,0,8,0,0,0,0,0,0,0,0,0,13513.07,1886682.36,11307.03,68215.15,0,26526.84,0,6756.535,1886682.36,5653.515,34107.575,0,26526.84
AG00595,1,8,160,20,0,8,0,0,0,0,0,0,0,0,43334.92,0,0,12774.29,34249.59,59802.52,26480.96,43334.92,0,0,6387.145,34249.59,19934.17333,26480.96
AG00596,1,7,140,20,0,7,0,0,0,0,0,0,0,0,43339.07,6933.15,1887391.93,0,34792.24,39766.4,26442.1,43339.07,6933.15,1887391.93,0,34792.24,19883.2,26442.1
AG00597,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43337,6753.13,1886903.06,0,0,19976.17,26512.72,43337,6753.13,1886903.06,0,0,19976.17,26512.72
AG00598,1,5,100,20,0,5,0,0,0,0,0,0,0,0,43335.55,13541.36,3774143.06,0,0,0,0,43335.55,6770.68,1887071.53,0,0,0,0
AG00599,1,10,200,20,0,10,0,0,0,0,0,0,0,0,0,13559.32,1886724.61,18283.44,67566.51,39577.78,0,0,6779.66,1886724.61,6094.48,33783.255,19788.89,0
AG00600,1,11,220,20,0,11,0,0,0,0,0,0,0,0,86675.35,27612.63,3774472,0,33889.74,39662.28,0,43337.675,6903.1575,1887236,0,33889.74,19831.14,0
AG00601,1,6,120,20,0,6,0,0,0,0,0,0,0,0,0,0,3774644.67,11915.33,34017.74,0,26282.05,0,0,1887322.335,5957.665,34017.74,0,26282.05
AG00602,1,9,180,20,0,9,0,0,0,0,0,0,0,0,43335.57,6822.64,0,18201.09,33639.77,0,78915.59,43335.57,6822.64,0,6067.03,33639.77,0,26305.19667
AG00603,1,9,180,20,0,9,0,0,0,0,0,0,0,0,86677.61,13665.5,0,0,34344.34,59617.3,26370.21,43338.805,6832.75,0,0,34344.34,19872.43333,26370.21
AG00604,1,10,200,20,0,10,0,0,0,0,0,0,0,0,86673.15,13799.26,0,17035.28,69564.72,19729.61,0,43336.575,6899.63,0,5678.426667,34782.36,19729.61,0
